Company,Review Date,Cocoa Percentage,Company Location,Rating,Bean Origin,Broad Bean Origin,Bean Type
Cello,2014,0.7,U.S.A.,2.75,Peru,Peru,Unknown
Cello,2014,0.7,U.S.A.,2.75,Venezuela,Venezuela,Unknown
Cello,2014,0.7,U.S.A.,3.0,Bolivia,Bolivia,Unknown
Chocolarder,2015,0.65,U.K.,2.5,Peru,Peru,Criollo
Chocolarder,2015,0.65,U.K.,2.75,Peru,Peru,Criollo
Chocolarder,2015,0.8,U.K.,2.5,Dominican Republic,Dominican Republic,Unknown
Chocolate Con Amor,2016,0.7,U.S.A.,2.5,Wild Bolivian,Bolivia,Unknown
Chocolate Con Amor,2016,0.7,U.S.A.,2.75,Uganda,Uganda,Unknown
Chocolate Con Amor,2016,0.6,U.S.A.,3.0,Dominican Republic,Dominican Republic,Unknown
Chocolate Con Amor,2016,0.75,U.S.A.,3.0,Dominican Republic,Dominican Republic,Unknown
Chocolate Con Amor,2016,0.8,U.S.A.,3.0,Ocumare,Venezuela,Criollo
Chocolate Con Amor,2016,0.7,U.S.A.,3.25,Ecuador,Ecuador,Unknown
Chocolate Con Amor,2016,0.8,U.S.A.,2.75,Nicaragua,Nicaragua,Unknown
Chocolate Makers,2015,0.75,Amsterdam,3.25,Tres Hombres,Dominican Republic,Trinitario
Chocolate Makers,2015,0.68,Amsterdam,3.5,Congo,Congo,Forastero
Chocolate Makers,2015,0.8,Amsterdam,3.75,Peru,Peru,Criollo
"Chocolate Tree, The",2015,0.69,Scotland,3.75,Maranon,Peru,Forastero
"Chocolate Tree, The",2015,0.8,Scotland,3.75,Carenero,Venezuela,Trinitario
"Chocolate Tree, The",2013,0.7,Scotland,3.75,Peru,Peru,Forastero
"Chocolate Tree, The",2012,0.82,Scotland,2.5,Ecuador,Ecuador,Forastero
"Chocolate Tree, The",2012,0.68,Scotland,2.75,Peru,Peru,Criollo
"Chocolate Tree, The",2012,0.72,Scotland,3.25,Madagascar,Madagascar,Criollo
Chocovic,2010,0.71,Spain,3.25,Xoconusco,Mexico,Criollo
Chocovic,2010,0.71,Spain,3.5,Sambirano,Madagascar,Trinitario
Chocovic,2009,0.6,Spain,3.25,Kendari,Unknown,Unknown
Chocovic,2009,0.75,Spain,3.25,Tarakan,Unknown,Unknown
Chocovic,2008,0.71,Spain,3.5,Ocumare,Venezuela,Criollo
Chocovic,2007,0.71,Spain,2.5,Bolivar,Ecuador,Forastero
Chocovic,2007,0.71,Spain,2.5,Guyave,Grenada,Trinitario
Chocovic,2007,0.7,Spain,3.0,Maragda,Unknown,Blend
Choklat,2009,0.8,Canada,2.5,Ocumare,Venezuela,Criollo
Choklat,2009,0.7,Canada,2.75,Porcelana,Mexico,Criollo
Choklat,2009,0.7,Canada,3.0,Brazil,Brazil,Unknown
Choklat,2009,0.8,Canada,3.0,Brazil,Brazil,Unknown
Choklat,2009,0.7,Canada,3.0,Ocumare,Venezuela,Criollo
Claudio Corallo,2010,0.735,Sao Tome,3.75,Terreiro Velho P.,Sao Tome,Forastero
Claudio Corallo,2008,0.8,Sao Tome,3.0,Terreiro Velho P.,Sao Tome,Forastero
Claudio Corallo,2008,0.75,Sao Tome,4.0,Terreiro Velho P.,Sao Tome,Forastero
Claudio Corallo,2008,1.0,Sao Tome,1.0,Principe,Sao Tome,Forastero
Compania de Chocolate (Salgado),2010,0.7,Argentina,3.25,Sur del Lago,Venezuela,Unknown
Compania de Chocolate (Salgado),2008,0.8,Argentina,2.75,Carenero,Venezuela,Trinitario
Compania de Chocolate (Salgado),2008,0.72,Argentina,3.25,Moxos,Bolivia,Unknown
Compania de Chocolate (Salgado),2008,0.7,Argentina,3.75,Ocumare,Venezuela,Criollo
Compania de Chocolate (Salgado),2008,0.88,Argentina,2.75,Esmeraldas,Ecuador,Forastero
Coppeneur,2013,0.65,Germany,3.25,Ecuador,Ecuador,Forastero
Coppeneur,2012,0.85,Germany,3.5,Ghana,Ghana,Forastero
Coppeneur,2012,1.0,Germany,1.5,Ecuador,Ecuador,Unknown
Coppeneur,2012,0.72,Germany,3.75,Uba Budo,Sao Tome,Forastero
Coppeneur,2012,0.7,Germany,3.5,Madagascar,Madagascar,Trinitario
Coppeneur,2010,0.72,Germany,3.25,Grenada,Grenada,Trinitario
Coppeneur,2010,0.7,Germany,3.0,Chuao,Venezuela,Trinitario
Coppeneur,2010,0.72,Germany,2.5,Los Rios,Ecuador,Nacional
Coppeneur,2010,0.72,Germany,3.0,Trinidad,Trinidad,Trinitario
Coppeneur,2010,0.72,Germany,3.25,Jamaica,Jamaica,Trinitario
Coppeneur,2010,0.72,Germany,3.25,Ocumare,Venezuela,Criollo
Coppeneur,2009,0.72,Germany,3.0,Porcelana,Peru,Criollo
Coppeneur,2009,0.62,Germany,3.25,Porcelana,Peru,Criollo
Coppeneur,2009,0.7,Germany,3.5,Chuao,Venezuela,Criollo
Coppeneur,2009,0.7,Germany,3.75,Chuao,Venezuela,Criollo
Coppeneur,2008,0.72,Germany,3.0,Porcelana,Mexico,Criollo
Coppeneur,2008,0.72,Germany,3.0,Porcelana,Venezuela,Criollo
Coppeneur,2007,0.72,Germany,3.0,Sambirano,Madagascar,Trinitario
Cravve,2014,0.7,Australia,2.5,New Ireland,Papua New Guinea,Forastero
Cravve,2014,0.83,Australia,2.75,Vanuatu,Vanuatu,Trinitario
Cravve,2012,0.75,Australia,3.25,Tanzania,Tanzania,Forastero
Cravve,2012,0.65,Australia,3.25,Bahia,Brazil,Trinitario
Cravve,2012,0.67,Australia,3.25,Namau Village,Fiji,Trinitario
Cravve,2012,0.64,Australia,3.25,Vanuatu,Vanuatu,Trinitario
Cravve,2012,0.75,Australia,3.5,Djual Island,Papua New Guinea,Forastero
Damson,2015,0.7,U.K.,3.0,Robson Estate,Trinidad,Trinitario
Damson,2015,0.7,U.K.,3.5,Los Rios,Ecuador,Unknown
Damson,2015,0.7,U.K.,2.25,Crayfish Bay Estate,Grenada,Unknown
Damson,2015,0.7,U.K.,2.75,Opayo,Nicaragua,Unknown
Dandelion,2016,0.7,U.S.A.,3.75,Zorzal Reserva,Unknown,Unknown
Dandelion,2015,0.7,U.S.A.,3.0,Maya,Belize,Trinitario
Dandelion,2014,0.7,U.S.A.,3.5,Maya,Belize,Trinitario
Dandelion,2014,0.7,U.S.A.,3.5,Camino Verde,Ecuador,Unknown
Dandelion,2014,0.7,U.S.A.,2.75,Buto,Liberia,Unknown
Dandelion,2014,0.7,U.S.A.,3.75,San Francisco de Macoris,Dominican Republic,Unknown
Dandelion,2013,0.7,U.S.A.,2.75,Cumboto,Venezuela,Unknown
Dandelion,2013,0.7,U.S.A.,3.25,Patanemo,Venezuela,Unknown
Dandelion,2013,0.7,U.S.A.,3.5,Mantuano,Venezuela,Unknown
Dandelion,2013,0.7,U.S.A.,3.5,Papua New Guinea,Papua New Guinea,Unknown
Dandelion,2012,0.7,U.S.A.,3.0,Upala,Costa Rica,Unknown
Dandelion,2012,0.7,U.S.A.,3.25,Colombia,Colombia,Unknown
Dandelion,2012,0.7,U.S.A.,3.75,Elvesia,Dominican Republic,Unknown
Dandelion,2011,0.7,U.S.A.,3.25,Dominican Republic,Dominican Republic,Unknown
Dandelion,2011,0.7,U.S.A.,3.25,Madagascar,Madagascar,Trinitario
Dandelion,2011,0.7,U.S.A.,3.25,Tanzania,Tanzania,Unknown
Danta,2014,0.82,Guatemala,3.25,Los Ujuxtes,Guatemala,Unknown
Danta,2012,0.75,Guatemala,3.0,Chuao,Venezuela,Trinitario
Danta,2012,0.7,Guatemala,3.75,Los Ujuxtes,Guatemala,Unknown
Danta,2012,0.7,Guatemala,3.75,Sambirano,Madagascar,Trinitario
Danta,2012,0.7,Guatemala,4.0,Las Acacias E.,Guatemala,Criollo
Danta,2012,0.7,Guatemala,3.25,Oscuro,Guatemala,Unknown
Danta,2011,0.6,Guatemala,3.5,Los Ujuxtes,Guatemala,Unknown
Danta,2009,0.75,Guatemala,3.0,Las Acacias E.,Guatemala,Criollo
Danta,2009,0.6,Guatemala,3.25,Las Acacias E.,Guatemala,Criollo
DAR,2016,0.72,U.S.A.,2.75,Venezuela,Venezuela,Unknown
DAR,2016,0.72,U.S.A.,3.0,Vietnam,Vietnam,Trinitario
DAR,2016,0.7,U.S.A.,3.25,DUO,Ecuador,Unknown
Dark Forest,2016,0.75,U.S.A.,3.25,Bolivia,Bolivia,Unknown
Dark Forest,2015,0.7,U.S.A.,3.0,Madagascar,Madagascar,Trinitario
Dark Forest,2015,0.7,U.S.A.,3.25,Ocumare,Venezuela,Unknown
Dark Forest,2015,0.7,U.S.A.,3.0,Tanzania,Tanzania,Unknown
Dark Forest,2015,0.7,U.S.A.,3.25,Ecuador,Ecuador,Unknown
Davis,2013,0.7,U.S.A.,2.5,Ghana,Ghana,Forastero
Davis,2013,0.7,U.S.A.,2.75,Rainforest,Dominican Republic,Unknown
Davis,2013,0.7,U.S.A.,2.75,Venezuela,Venezuela,Unknown
Davis,2012,0.58,U.S.A.,3.25,West Africa,West Africa,Forastero
Dean and Deluca (Belcolade),2007,0.66,U.S.A.,2.5,Madagascar,Madagascar,Trinitario
Dean and Deluca (Belcolade),2007,0.64,U.S.A.,3.0,Costa Rica,Costa Rica,Unknown
Dean and Deluca (Belcolade),2007,0.71,U.S.A.,3.0,Ecuador,Ecuador,Unknown
Dean and Deluca (Belcolade),2007,0.6,U.S.A.,3.0,Ghana,Ghana,Forastero
Dean and Deluca (Belcolade),2007,0.64,U.S.A.,3.0,Papua New Guinea,Papua New Guinea,Unknown
Dean and Deluca (Belcolade),2007,0.64,U.S.A.,3.0,Peru,Peru,Unknown
DeVries,2008,0.8,U.S.A.,2.75,Bolivia,Bolivia,Unknown
DeVries,2007,0.77,U.S.A.,3.5,Costa Rica,Costa Rica,Trinitario
DeVries,2007,0.77,U.S.A.,3.5,Dominican Republic,Dominican Republic,Unknown
Dick Taylor,2017,0.7,U.S.A.,3.75,Lanquin Estate,Guatemala,Unknown
Dick Taylor,2016,0.78,U.S.A.,3.5,Tien Giang,Vietnam,Trinitario
Dick Taylor,2015,0.7,U.S.A.,3.75,Alto Beni,Bolivia,Unknown
Dick Taylor,2014,0.74,U.S.A.,3.5,Elvesia,Dominican Republic,Unknown
Dick Taylor,2013,0.7,U.S.A.,3.25,Ecuador,Ecuador,Unknown
Dick Taylor,2013,0.76,U.S.A.,3.5,Camino Verde,Ecuador,Unknown
Dick Taylor,2012,0.75,U.S.A.,2.75,Bolivia,Bolivia,Unknown
Dick Taylor,2012,0.72,U.S.A.,2.75,Belize,Belize,Trinitario
Dick Taylor,2011,0.8,U.S.A.,2.75,Sambirano,Madagascar,Trinitario
Dick Taylor,2011,0.72,U.S.A.,3.0,Sambirano,Madagascar,Trinitario
Dick Taylor,2011,0.75,U.S.A.,2.75,Mantuano,Venezuela,Criollo
Dick Taylor,2011,0.74,U.S.A.,3.0,La Red,Dominican Republic,Unknown
Dick Taylor,2011,0.7,U.S.A.,3.25,Ecuador,Ecuador,Unknown
Doble & Bignall,2015,0.85,U.K.,3.0,Puerto Cabello,Venezuela,Unknown
Doble & Bignall,2014,0.72,U.K.,3.25,Panama,Panama,Unknown
Doble & Bignall,2014,0.72,U.K.,3.25,Puerto Cabello,Venezuela,Trinitario
Doble & Bignall,2014,0.72,U.K.,3.5,Johe,Nicaragua,Criollo
Domori,2015,0.7,Italy,3.75,Hacienda Victoria,Ecuador,Unknown
Domori,2015,0.7,Italy,3.75,Ocumare,Venezuela,Criollo
Domori,2013,1.0,Italy,3.0,IL100,Venezuela,Criollo
Domori,2012,0.7,Italy,3.5,Morogoro,Tanzania,Unknown
Domori,2012,0.7,Italy,3.75,Guasare,Venezuela,Criollo
Domori,2011,0.7,Italy,3.5,Canoabo,Venezuela,Criollo
Domori,2010,0.7,Italy,3.0,Chuao,Venezuela,Trinitario
Domori,2008,0.7,Italy,3.0,Carupano,Venezuela,Trinitario
Domori,2008,0.7,Italy,3.0,Teyuna,Colombia,Unknown
Domori,2008,0.78,Italy,3.5,Blend,Unknown,Blend
Domori,2008,0.7,Italy,3.75,Ilblend,Unknown,Blend
Domori,2007,0.7,Italy,4.0,Porcelana,Venezuela,Criollo
Domori,2007,0.75,Italy,3.25,Ocumare,Venezuela,Criollo
Domori,2007,0.6,Italy,3.25,Granella,Venezuela,Trinitario
Domori,2007,0.7,Italy,3.5,Madagascar,Madagascar,Trinitario
Domori,2007,0.7,Italy,3.5,Madagascar,Madagascar,Criollo
Domori,2007,0.7,Italy,3.75,Java,Indonesia,Criollo
Domori,2007,0.7,Italy,4.0,Ecuador,Ecuador,Forastero
Domori,2007,0.7,Italy,4.0,Ocumare,Venezuela,Criollo
Domori,2006,0.7,Italy,3.0,Sur del Lago,Venezuela,Trinitario
Domori,2006,0.7,Italy,3.25,Apurimac,Peru,Trinitario
Domori,2006,0.7,Italy,3.5,Carenero,Venezuela,Trinitario
Dormouse,2016,0.75,U.K.,2.75,Non Pariel Estate,Grenada,Trinitario
Dormouse,2015,0.7,U.K.,2.5,Rio,Venezuela,Trinitario
Dormouse,2015,0.8,U.K.,2.75,Colombia,Colombia,Criollo
Dormouse,2015,0.77,U.K.,2.75,Madagascar,Madagascar,Criollo
Duffy's,2015,0.7,U.K.,4.0,Rio,Guatemala,Criollo
Duffy's,2014,0.7,U.K.,3.5,Chuno,Nicaragua,Criollo
Duffy's,2014,0.76,U.K.,3.75,Rico Rugoso,Nicaragua,Criollo
Duffy's,2012,0.72,U.K.,3.75,Ocumare,Venezuela,Unknown
Duffy's,2011,0.72,U.K.,3.75,Indio Rojo,Honduras,Criollo
Duffy's,2011,0.65,U.K.,3.5,Dominican Republic,Dominican Republic,Unknown
Duffy's,2011,0.72,U.K.,3.0,Bocas del Toro,Panama,Unknown
Duffy's,2011,0.71,U.K.,3.25,Nicaliso,Nicaragua,Criollo
Duffy's,2011,0.71,U.K.,3.5,Ocumare,Venezuela,Unknown
Duffy's,2010,0.7,U.K.,3.5,Panama,Panama,Unknown
Duffy's,2010,0.72,U.K.,3.75,Corazon del Ecuador,Ecuador,Unknown
Duffy's,2010,0.7,U.K.,2.5,Star of Ecuador,Ecuador,Unknown
Duffy's,2010,0.7,U.K.,3.75,Star of Peru,Peru,Unknown
Durci,2015,0.7,U.S.A.,3.5,Maranon,Peru,Forastero
Durci,2015,0.7,U.S.A.,3.5,Rio,Venezuela,Trinitario
Durci,2015,0.7,U.S.A.,3.25,Tainori,Dominican Republic,Unknown
Durci,2015,0.7,U.S.A.,3.25,Carenero,Venezuela,Trinitario
Durci,2015,0.7,U.S.A.,4.0,Corona Arriba,Ecuador,Unknown
East Van Roasters,2014,0.7,Canada,3.25,Peru,Peru,Unknown
East Van Roasters,2014,0.7,Canada,3.5,Madagascar,Madagascar,Trinitario
East Van Roasters,2014,0.7,Canada,3.75,Dominican Republic,Dominican Republic,Unknown
El Rey,2015,0.7,Venezuela,3.75,San Joaquin,Venezuela,Unknown
El Rey,2009,0.605,Venezuela,2.75,Rio,Venezuela,Trinitario
El Rey,2009,0.7,Venezuela,3.0,Rio,Venezuela,Trinitario
El Rey,2008,0.74,Venezuela,2.5,Carenero,Venezuela,Criollo
El Rey,2008,0.58,Venezuela,2.5,Carenero,Venezuela,Criollo
El Rey,2008,0.61,Venezuela,3.0,Carenero,Venezuela,Criollo
El Rey,2006,0.7,Venezuela,2.75,Carenero,Venezuela,Criollo
Erithaj (A. Morin),2014,0.7,France,3.25,Ben Tre,Vietnam,Trinitario
Erithaj (A. Morin),2014,0.8,France,3.0,Ham Luong,Vietnam,Trinitario
Erithaj (A. Morin),2014,0.74,France,3.25,Ba Lai,Vietnam,Trinitario
Escazu,2012,0.7,U.S.A.,2.75,Rio,Venezuela,Trinitario
Escazu,2009,0.65,U.S.A.,2.0,Guapiles,Costa Rica,Unknown
Escazu,2009,0.81,U.S.A.,3.5,Carenero,Venezuela,Criollo
Escazu,2009,0.74,U.S.A.,2.75,Carenero,Costa Rica,Unknown
Escazu,2008,0.72,U.S.A.,3.0,Ocumare,Venezuela,Criollo
Ethel's Artisan (Mars),2011,0.55,U.S.A.,2.5,Peru,Peru,Unknown
Ethel's Artisan (Mars),2011,0.55,U.S.A.,2.5,Trinidad,Trinidad,Trinitario
Ethel's Artisan (Mars),2011,0.7,U.S.A.,2.5,Porcelana,Venezuela,Criollo
Ethel's Artisan (Mars),2011,0.62,U.S.A.,2.75,Red Vanilla,Unknown,Unknown
Ethel's Artisan (Mars),2011,0.62,U.S.A.,2.5,Venezuela,Venezuela,Unknown
Ethereal,2014,0.8,U.S.A.,3.0,Belize,Belize,Trinitario
Ethereal,2014,0.8,U.S.A.,3.5,Ecuador,Ecuador,Unknown
Ethereal,2014,0.8,U.S.A.,3.75,Dominican Republic,Dominican Republic,Unknown
Feitoria Cacao,2016,0.76,Portugal,3.0,Blue Mountain,Jamaica,Unknown
Feitoria Cacao,2016,0.76,Portugal,2.5,Cuyagua,Venezuela,Unknown
Feitoria Cacao,2016,0.76,Portugal,2.75,Maya,Belize,Trinitario
Felchlin,2010,0.58,Switzerland,3.5,Grenada,Grenada,Trinitario
Felchlin,2006,0.62,Switzerland,2.0,Supremo- SF,Unknown,Unknown
Felchlin,2006,0.74,Switzerland,3.0,Elvesia,Dominican Republic,Trinitario
Felchlin,2006,0.64,Switzerland,3.0,Madagascar,Madagascar,Criollo
Felchlin,2006,0.65,Switzerland,3.0,Maracaibo,Venezuela,Criollo
Felchlin,2006,0.72,Switzerland,3.5,Arriba,Ecuador,Forastero
Felchlin,2006,0.68,Switzerland,4.0,Alto Beni,Bolivia,Criollo
Finca,2014,0.65,U.S.A.,2.25,Puerto Rico,Puerto Rico,Unknown
Finca,2014,0.8,U.S.A.,3.0,Dominican Republic,Dominican Republic,Unknown
Finca,2014,0.7,U.S.A.,3.25,Dominican Republic,Dominican Republic,Unknown
Finca,2014,0.85,U.S.A.,2.5,Dominican Republic,Dominican Republic,Unknown
Fossa,2016,0.7,Singapore,2.75,Akesson,Madagascar,Unknown
Fossa,2016,0.75,Singapore,3.5,Camino Verde,Ecuador,Unknown
Fossa,2016,0.67,Singapore,3.75,Kokoa Kamili,Tanzania,Trinitario
Franceschi,2014,0.7,Venezuela,3.5,Choroni,Venezuela,Unknown
Franceschi,2014,0.7,Venezuela,3.75,Ocumare,Venezuela,Unknown
Franceschi,2012,0.7,Venezuela,3.75,Canoabo,Venezuela,Unknown
Franceschi,2012,0.6,Venezuela,3.5,Sur del Lago,Venezuela,Unknown
Frederic Blondeel,2015,0.7,Belgium,3.5,Costa Rica,Costa Rica,Unknown
Frederic Blondeel,2015,0.75,Belgium,3.5,Peru,Peru,Unknown
Frederic Blondeel,2015,0.8,Belgium,3.0,Vietnam,Vietnam,Trinitario
Frederic Blondeel,2014,0.6,Belgium,3.5,Ghana,Ghana,Forastero
Frederic Blondeel,2014,0.65,Belgium,3.5,Madagascar,Madagascar,Trinitario
French Broad,2017,0.7,U.S.A.,3.5,Norandino,Peru,Unknown
French Broad,2015,0.73,U.S.A.,3.5,Guatemala,Guatemala,Unknown
French Broad,2014,0.8,U.S.A.,3.0,San Andres,Costa Rica,Unknown
French Broad,2014,0.68,U.S.A.,3.25,Matagalpa,Nicaragua,Unknown
French Broad,2013,0.66,U.S.A.,3.5,Palo Blanco,Peru,Unknown
French Broad,2012,0.7,U.S.A.,2.5,Tumbes,Peru,Criollo
French Broad,2012,0.61,U.S.A.,3.5,Palo Blanco,Peru,Unknown
French Broad,2012,0.81,U.S.A.,2.0,Palo Blanco,Peru,Unknown
French Broad,2011,0.7,U.S.A.,3.5,Maranon,Peru,Forastero
French Broad,2011,0.65,U.S.A.,3.5,La Red,Dominican Republic,Unknown
Fresco,2014,0.7,U.S.A.,3.0,Maranon,Peru,Forastero
Fresco,2014,0.7,U.S.A.,3.5,Maranon,Peru,Forastero
Fresco,2014,0.7,U.S.A.,3.5,Maranon,Peru,Forastero
Fresco,2014,0.7,U.S.A.,3.5,Maranon,Peru,Forastero
Fresco,2013,0.72,U.S.A.,3.25,Conacado,Dominican Republic,Unknown
Fresco,2013,0.72,U.S.A.,3.75,Conacado,Dominican Republic,Unknown
Fresco,2013,0.7,U.S.A.,3.75,San Martin,Peru,Unknown
Fresco,2013,0.7,U.S.A.,4.0,Bellavista,Peru,Trinitario
Fresco,2012,0.69,U.S.A.,3.5,Markham Valley,Papua New Guinea,Unknown
Fresco,2012,0.69,U.S.A.,3.5,Markham Valley,Papua New Guinea,Unknown
Fresco,2012,0.74,U.S.A.,4.0,Sambirano,Madagascar,Trinitario
Fresco,2012,0.69,U.S.A.,4.0,Markham Valley,Papua New Guinea,Trinitario
Fresco,2012,0.69,U.S.A.,3.0,Markham Valley,Papua New Guinea,Trinitario
Fresco,2011,0.74,U.S.A.,2.75,Ghana,Ghana,Forastero
Fresco,2011,0.7,U.S.A.,3.25,Jamaica,Jamaica,Trinitario
Fresco,2011,0.72,U.S.A.,3.5,Conacado,Dominican Republic,Unknown
Fresco,2011,0.7,U.S.A.,3.5,Jamaica,Jamaica,Trinitario
Fresco,2011,0.74,U.S.A.,2.75,Sambirano,Madagascar,Trinitario
Fresco,2011,0.72,U.S.A.,3.25,Conacado,Dominican Republic,Unknown
Fresco,2011,0.74,U.S.A.,3.0,Sambirano,Madagascar,Trinitario
Fresco,2011,0.76,U.S.A.,3.25,Chuao,Venezuela,Trinitario
Fresco,2011,0.7,U.S.A.,4.0,Chuao,Venezuela,Trinitario
Fresco,2009,0.8,U.S.A.,2.75,Jamaica,Jamaica,Trinitario
Fresco,2009,0.7,U.S.A.,3.0,Jamaica,Jamaica,Trinitario
Fresco,2009,0.7,U.S.A.,3.25,Jamaica,Jamaica,Trinitario
Fresco,2009,0.65,U.S.A.,3.5,Carenero,Venezuela,Criollo
Friis Holm (Bonnat),2015,0.6,Denmark,3.0,La Dalia,Nicaragua,Unknown
Friis Holm (Bonnat),2015,0.85,Denmark,3.25,La Dalia,Nicaragua,Unknown
Friis Holm (Bonnat),2014,0.7,Denmark,3.5,La Dalia,Nicaragua,Unknown
Friis Holm (Bonnat),2013,0.7,Denmark,3.25,Barba,Nicaragua,Unknown
Friis Holm (Bonnat),2013,0.7,Denmark,3.5,Medagla,Nicaragua,Unknown
Friis Holm (Bonnat),2012,0.7,Denmark,3.25,Chuno,Nicaragua,Criollo
Friis Holm (Bonnat),2012,0.7,Denmark,3.25,Red Mayan,Honduras,Criollo
Friis Holm (Bonnat),2012,0.7,Denmark,3.25,Chuno,Nicaragua,Criollo
Friis Holm (Bonnat),2012,0.7,Denmark,3.75,Rugoso,Nicaragua,Unknown
Friis Holm (Bonnat),2011,0.7,Denmark,3.25,Johe,Nicaragua,Criollo
Friis Holm (Bonnat),2011,0.7,Denmark,3.5,Chuno,Nicaragua,Criollo
Friis Holm (Bonnat),2011,0.7,Denmark,3.5,Nicaliso,Nicaragua,Criollo
Fruition,2016,0.74,U.S.A.,3.75,Wild Bolivian,Bolivia,Beniano
Fruition,2016,0.74,U.S.A.,4.0,Cota Brus,Costa Rica,Amazon
Fruition,2014,0.7,U.S.A.,3.75,Gran Couva,Trinidad,Trinitario
Fruition,2014,0.76,U.S.A.,3.0,Maranon,Peru,Forastero
Fruition,2013,0.7,U.S.A.,3.75,La Red,Dominican Republic,Unknown
Fruition,2013,0.75,U.S.A.,3.0,Camino Verde,Ecuador,Unknown
Fruition,2012,0.7,U.S.A.,2.5,Peru,Peru,Unknown
Fruition,2011,0.66,U.S.A.,3.25,Signature Blend,Costa Rica,Trinitario
Fruition,2011,0.7,U.S.A.,3.0,Costa Rica,Costa Rica,Unknown
Georgia Ramon,2015,0.65,Germany,3.25,Akesson,Madagascar,Trinitario
Georgia Ramon,2015,0.7,Germany,4.0,ABOCFA Coop,Ghana,Forastero
Georgia Ramon,2015,0.7,Germany,3.5,Conacado,Dominican Republic,Trinitario
Georgia Ramon,2015,0.8,Germany,3.5,Conacado,Dominican Republic,Trinitario
Georgia Ramon,2015,0.75,Germany,3.5,Akesson,Madagascar,Trinitario
Goodnow Farms,2016,0.77,U.S.A.,2.75,Almendra Blanca,Mexico,Unknown
Goodnow Farms,2016,0.77,U.S.A.,3.25,El Carmen,Nicaragua,Unknown
Goodnow Farms,2016,0.77,U.S.A.,3.25,Asochivite,Guatemala,Unknown
Grenada Chocolate Co.,2010,0.82,Grenada,3.25,Grenada,Grenada,Trinitario
Grenada Chocolate Co.,2009,0.6,Grenada,2.75,Grenada,Grenada,Trinitario
Grenada Chocolate Co.,2008,0.71,Grenada,2.5,Grenada,Grenada,Trinitario
Guido Castagna,2009,0.64,Italy,3.0,Arriba,Ecuador,Forastero
Guido Castagna,2009,0.64,Italy,3.0,Ghana,Ghana,Forastero
Guido Castagna,2009,0.64,Italy,3.0,Trinidad,Trinidad,Unknown
Guido Castagna,2009,0.76,Italy,3.0,Lacri Blend,Venezuela,Unknown
Guido Castagna,2009,0.64,Italy,3.25,Blend,Venezuela,Unknown
Guittard,2015,0.7,U.S.A.,3.75,Epique,Unknown,Unknown
Guittard,2013,0.65,U.S.A.,2.75,Haiti,Haiti,Unknown
Guittard,2013,0.65,U.S.A.,2.75,Nicaragua,Nicaragua,Unknown
Guittard,2013,0.65,U.S.A.,3.25,Jamaica,Jamaica,Trinitario
Guittard,2013,0.65,U.S.A.,3.5,Ecuador,Ecuador,Unknown
Guittard,2011,0.72,U.S.A.,2.75,Coucher du Soleil,Unknown,Unknown
Guittard,2011,0.61,U.S.A.,3.25,Lever du Soleil,Unknown,Unknown
Guittard,2011,0.72,U.S.A.,3.25,Onyx,Unknown,Unknown
Guittard,2010,0.65,U.S.A.,3.0,Trinidad,Trinidad,Trinitario
Guittard,2009,0.55,U.S.A.,3.0,Oahu,Hawaii,Unknown
Guittard,2009,0.91,U.S.A.,3.0,Nocturne,Unknown,Unknown
Guittard,2009,0.7,U.S.A.,3.5,Complexite,Unknown,Blend
Guittard,2008,0.65,U.S.A.,3.0,Machu Pichu,Peru,Unknown
Guittard,2008,0.64,U.S.A.,3.0,Special Maker Reserve,Unknown,Unknown
Guittard,2008,0.65,U.S.A.,3.5,Ocumare,Venezuela,Unknown
Guittard,2007,0.72,U.S.A.,3.5,Quetzalcoatl,Unknown,Blend
Guittard,2006,0.65,U.S.A.,3.0,Chucuri,Colombia,Trinitario
Guittard,2006,0.65,U.S.A.,2.5,Sur del Lago,Venezuela,Trinitario
Guittard,2006,0.65,U.S.A.,3.5,Sambirano,Madagascar,Criollo
Guittard,2006,0.65,U.S.A.,3.5,Los Rios,Ecuador,Forastero
Guittard,2006,0.61,U.S.A.,3.5,Tsaranta,Unknown,Blend
Guittard,2006,0.61,U.S.A.,3.0,Semisweet,Unknown,Blend
Habitual,2014,0.8,Canada,2.75,Papua New Guinea,Papua New Guinea,Unknown
Habitual,2014,0.74,Canada,2.75,Campesino w/ nibs,Unknown,Unknown
Habitual,2014,0.75,Canada,3.25,Dominican Republic,Dominican Republic,Unknown
Habitual,2014,0.7,Canada,3.5,Trinitario,Unknown,Trinitario
Habitual,2014,0.65,Canada,2.75,Downtown London,Unknown,Unknown
Habitual,2014,0.7,Canada,3.0,Africa,Unknown,Unknown
Habitual,2014,0.8,Canada,3.0,Amazonas,Unknown,Unknown
Habitual,2014,0.66,Canada,3.25,Sharkey,Hawaii,Unknown
Habitual,2014,1.0,Canada,2.0,one hundred,Unknown,Unknown
Harper Macaw,2016,0.85,U.S.A.,3.25,Vale do Juliana,Brazil,Unknown
Harper Macaw,2015,0.67,U.S.A.,3.0,Brazil,Brazil,Unknown
Harper Macaw,2015,0.77,U.S.A.,3.5,Tome Acu,Brazil,Unknown
Harper Macaw,2015,0.74,U.S.A.,3.5,Vale do Juliana,Brazil,Unknown
